company,"Specific Bean Origin or Bar Name",REF,grading_year,"Cocoa Percent","Company Location",flavor_rating,"Bean Type",country_of_origin,Flavor Rating (1-10)
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela,7.5
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela,7.5
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela,7.5
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75, ,Venezuela,7.5
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela,6.5
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela,7.5
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4.00,Criollo,Venezuela,8
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.50,Criollo,Venezuela,7
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4.00,Trinitario,Venezuela,8
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4.00,Criollo,Venezuela,8
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4.00, ,Venezuela,8
Indah,India (south),1788,2016,61%,India,2.50, ,India,5
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75, ,Dominican Republic,5.5
Indi,Honduras,1255,2014,77%,U.S.A.,3.00, ,Honduras,6
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru,5.5
iQ Chocolate,black label,943,2012,72%,Scotland,3.00, ,Peru,6
Isidro,Madagascar,1275,2014,72%,U.S.A.,3.50,Trinitario,Madagascar,7
Isidro,Peru,1279,2014,72%,U.S.A.,2.25, ,Peru,4.5
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize,6.5
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25, ,Dominican Republic,6.5
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.50,Trinitario,Belize,7
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75, ,Dominican Republic,5.5
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2.00,Trinitario,Ghana,4
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar,5.5
Just Good Chocolate,Belize,1375,2014,70%,U.S.A.,3.50,Trinitario,Belize,7
Just Good Chocolate,Madagascar,1375,2014,70%,U.S.A.,3.50,Trinitario,Madagascar,7
Just Good Chocolate,Peru,1375,2014,70%,U.S.A.,4.00, ,Peru,8
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Domincan Republic,3.50, ,Dominican Republic,7
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3.00, ,Dominican Republic,6
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3.25, ,Dominican Republic,6.5
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3.25, ,Dominican Republic,6.5
Kakao,Peru,837,2012,64%,Germany,2.50, ,Peru,5
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu,7.5
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3.00, ,Ecuador,6
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.50, ,Ecuador,7
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75, ,Ecuador,5.5
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.50, ,Ecuador,5
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75, ,Ecuador,5.5
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3.00, ,Ecuador,6
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.50, ,Ecuador,5
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3.00, ,Ecuador,6
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75, , ,5.5
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75, ,Ecuador,5.5
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75, ,Dominican Republic,7.5
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2.00, ,Mexico,4
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3.00,Trinitario,Dominican Republic,6
Kto,San Martin,1422,2014,72%,U.S.A.,2.50, ,Peru,5
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela,5.5
Kto,Belize,1422,2014,72%,U.S.A.,3.00,Trinitario,Belize,6
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize,6.5
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,6.5
Kto,ROIG,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,6.5
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25, ,Haiti,6.5
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru,5.5
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75, ,Ecuador,7.5
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil,7.5
Kyya,Uganda,1359,2014,72.50%,U.S.A.,2.50,Forastero,Uganda,5
Kyya,Hispaniola,1359,2014,72.50%,U.S.A.,3.00, ,Dominican Republic,6
Kyya,Ecuador,1363,2014,72.50%,U.S.A.,2.50, ,Ecuador,5
Kyya,Madagascar,1363,2014,72.50%,U.S.A.,3.00,Trinitario,Madagascar,6
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25, ,Peru,6.5
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4.00, ,Brazil,8
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,7.5
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75, ,Ecuador,7.5
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada,6.5
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75, ,Dominican Republic,7.5
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3.00, ,Venezuela,6
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.50,Trinitario,Madagascar,7
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3.00, ,Bolivia,6
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru,4.5
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.50,"Trinitario, Criollo",Peru,5
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3.00,Criollo,Peru,6
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3.00,"Trinitario, Criollo",Belize,6
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75, ,"Africa, Carribean, C. Am.",5.5
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago,6.5
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25, ,Ecuador,6.5
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.50, ,Dominican Republic,7
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.50,Trinitario,Grenada,7
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana,6.5
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.50,Criollo (Porcelana),Venezuela,7
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3.00, , ,6
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75, , ,7.5
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.50,Blend,"Ven., Indonesia, Ecuad.",7
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.50, ,Peru,5
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25, ,Ecuador,6.5
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar,5.5
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam,5.5
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3.00, ,Cuba,6
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25, ,Peru,6.5
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3.00, ,Ivory Coast,6
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.50,Forastero,Sao Tome,7
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25, ,Brazil,6.5
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,7.5
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75, ,Cuba,5.5
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad-Tobago,5.5
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.50,Forastero (Catongo),Brazil,7
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.50, ,Tanzania,5
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.50,Trinitario,Nicaragua,7
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.00,Trinitario,Venezuela,6
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.00,Trinitario,Venezuela,6
L'Amourette,Blend,853,2012,72%,U.S.A.,3.00,Criollo,"Peru, Ecuador, Venezuela",6
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.50, ,Honduras,7
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25, ,Belize,6.5
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25, ,Liberia,6.5
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25, ,Bolivia,6.5
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.50,Trinitario,Trinidad,7
Letterpress,San Andres,1566,2015,70%,U.S.A.,3.00, ,Costa Rica,6
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25, ,Domincan Republic,6.5
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.50, ,Tanzania,7
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Levy,Sambirano,1231,2014,71%,Finland,3.50,Criollo,Madagascar,7
Lilla,Madagascar,1856,2016,70%,Finland,3.00,Trinitario,Madagascar,6
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.50,Criollo,Peru,7
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.50,Criollo,Bolivia,7
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75, ,Peru,7.5
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,"Venezuela, Dom. Rep.",5.5
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3.00, ,Dominican Republic,6
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.50,Criollo,Bolivia,7
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3.00, , ,6
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.50, ,Puerto Rico,5
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75, ,Hawaii,7.5
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25, ,Hawaii,6.5
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75, ,Hawaii,7.5
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3.00, ,Hawaii,6
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3.00, ,Hawaii,6
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.50, ,Hawaii,7
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.00, ,Nicaragua,4
Luker,Selva,552,2010,46%,Colombia,2.75, ,"Colombia, Ecuador",5.5
Luker,Macondo,552,2010,60%,Colombia,3.00, ,"Colombia, Ecuador",6
Luker,Misterio,552,2010,58%,Colombia,3.00, ,"Colombia, Ecuador",6
Luker,Santander,552,2010,65%,Colombia,3.50, ,Colombia,7
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.50, ,Peru,3
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25, ,Peru,4.5
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.50,Trinitario,Madagascar,7
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar,7.5
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4.00,Trinitario,Madagascar,8
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.50,Trinitario,Madagascar,7
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.50, ,Solomon Islands,7
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75, ,Puerto Rico,5.5
Madre,Brazil,1085,2013,70%,U.S.A.,3.50, ,Brazil,7
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75, ,Hawaii,5.5
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75, ,Mexico,5.5
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25, ,Hawaii,6.5
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii,6.5
Madre,Kaua'i,995,2012,70%,U.S.A.,3.50, ,Hawaii,7
Madre,Dominican,672,2011,70%,U.S.A.,2.50, ,Dominican Republic,5
Madre,Upala,693,2011,70%,U.S.A.,2.75, ,Costa Rica,5.5
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75, ,Mexico,5.5
Maglio,Africa,300,2008,75%,Italy,2.00, ,Tanzania,4
Maglio,Ecuador,308,2008,70%,Italy,3.00,Forastero (Nacional),Ecuador,6
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba,6.5
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,7.5
Majani,Ecuador,531,2010,70%,Italy,2.00, ,Ecuador,4
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar,5.5
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.50,Trinitario,Madagascar,7
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.50,Trinitario,Philippines,7
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.50, ,Hawaii,7
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii,5.5
Malmo,Chuao,1856,2016,70%,Sweden,3.00, ,Venezuela,6
Mana,Ecuador,1446,2015,74%,U.S.A.,2.50, ,Ecuador,5
Mana,Peru,1219,2014,74%,U.S.A.,2.50, ,Peru,5
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela,5.5
Mana,Conacado,821,2012,74%,U.S.A.,3.75, ,Dominican Republic,7.5
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75, ,Colombia,5.5
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.50, ,Papua New Guinea,7
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75, ,Costa Rica,7.5
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75, ,Hawaii,7.5
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25, ,Liberia,6.5
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75, ,Hawaii,5.5
Manoa,Piura,1007,2012,72%,U.S.A.,3.00, ,Peru,6
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25, ,Hawaii,6.5
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75, ,Nicaragua,7.5
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.50, ,Peru,7
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,7.5
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.50, ,Colombia,7
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25, ,Dominican Republic,6.5
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.50,Forastero,Ghana,7
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25, ,Ecuador,6.5
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam,6.5
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.50,"Criollo, Trinitario",Dominican Republic,7
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.50,Trinitario,Ecuador,7
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,5.5
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.50, ,Nicaragua,7
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.50,Criollo,Peru,7
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75, ,Colombia,5.5
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3.00, ,Tanzania,6
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.50, ,Honduras,7
Marana,Piura,1872,2016,70%,Peru,3.00, ,Peru,6
Marana,Cusco,1884,2016,70%,Peru,2.75, ,Peru,5.5
Marana,San Martin,1884,2016,70%,Peru,3.00, ,Peru,6
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25, , ,6.5
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam,6.5
Marou,Ben Tre,1650,2015,68%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,7.5
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,Ba Ria,845,2012,76%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,Dong Nai,845,2012,72%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,Ben Tre,849,2012,78%,Vietnam,3.50,Trinitario,Vietnam,7
Marou,Tien Giang,895,2012,80%,Vietnam,3.00,Trinitario,Vietnam,6
Marou,Lam Dong,955,2012,74%,Vietnam,3.50,Trinitario,Vietnam,7
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3.00, ,Costa Rica,6
Mars,Ivory Coast,544,2010,65%,U.S.A.,3.00, ,Ivory Coast,6
Mars,Nigeria,544,2010,65%,U.S.A.,3.25, ,Nigeria,6.5
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.50,Forastero,Ghana,7
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25, ,Dominican Republic,4.5
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.50, ,Dominican Republic,5
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75, ,Bolivia,5.5
Martin Mayer,Pisa,1836,2016,82%,Austria,3.00, ,Haiti,6
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25, ,Colombia,6.5
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3.00, ,Guatemala,6
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25, ,Tanzania,6.5
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize",7.5
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.50,Blend,"Peru, Mad., Dom. Rep.",7
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.50,Trinitario,,5
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela,5.5
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.50, , ,7
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3.00,Trinitario,Venezuela,6
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3.00,Trinitario,Venezuela,6
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela,5.5
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.50,Trinitario,Belize,7
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75, ,Papua New Guinea,5.5
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3.00, ,Peru,6
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25, ,Dominican Republic,6.5
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75, ,Dominican Republic,7.5
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela,5.5
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3.00, ,Venezuela,6
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.50,Trinitario,Vanuatu,7
Matale,"Somia, 2013",1177,2013,68%,Australia,4.00,Trinitario,Madagascar,8
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4.00,Trinitario,Papua New Guinea,8
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",7.5
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize,6.5
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru,6.5
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.50,Criollo,Peru,7
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3.00, ,Domincan Republic,6
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.50, ,Bolivia,5
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75, ,Venezuela,5.5
Meadowlands,Belize,1287,2014,70%,U.S.A.,3.00,Trinitario,Belize,6
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3.00, ,Nicaragua,6
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.50, ,Dominican Republic,7
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.50,Trinitario,Madagascar,5
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.50,Trinitario,Madagascar,5
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75, ,El Salvador,5.5
Mesocacao,El Salvador,1494,2015,70%,Honduras,3.00, ,El Salvador,6
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25, ,Honduras,6.5
Mesocacao,Honduras,1347,2014,70%,Honduras,3.50, ,Honduras,7
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25, ,Nicaragua,6.5
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.50, ,Nicaragua,7
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3.00, ,Brazil,6
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.50,Trinitario,Madagascar,7
Metropolitan,South America,1688,2015,70%,Amsterdam,3.50,Trinitario,South America,7
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75, ,Mexico,7.5
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.50,Trinitario,Venezuela,7
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.50,Forastero,Sao Tome,7
Michel Cluizel,Carre Amer,24,2006,60%,France,2.00, , ,4
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2.00, , ,4
Michel Cluizel,Tamarina,24,2006,70%,France,3.00,Forastero,Sao Tome,6
Michel Cluizel,Los Ancones P.,24,2006,67%,France,4.00, ,Dominican Republic,8
Michel Cluizel,Mangaro P.,24,2006,65%,France,4.00,Trinitario,Madagascar,8
Michel Cluizel,Maralumi P.,24,2006,64%,France,4.00, ,Papua New Guinea,8
Michel Cluizel,Noir Infini,81,2006,99%,France,2.00, , ,4
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.50,Trinitario,Belize,7
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.50,Trinitario,Trinidad,7
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75, ,Dominican Republic,7.5
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75, ,Venezuela,7.5
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25, ,Tanzania,6.5
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.50, ,Nicaragua,7
Middlebury,La Red,1117,2013,75%,U.S.A.,2.50, ,Dominican Republic,5
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize,6.5
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.50, , ,3
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2.00,Criollo,Bolivia,4
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.50,Criollo,Indonesia,5
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.50,Forastero (Nacional),Ecuador,5
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.50, ,Ecuador,7
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75, ,Ecuador,5.5
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75, ,Ecuador,5.5
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.50,"Criollo, Trinitario",Haiti,7
